qosItems_LA,qosItems_PLLP,qosItems_PLRP,qosItems_JI,qosItems_ST,qosItems_LCT,qosItems_RCT,qosItems_MT,qosItems_UD,qosItems_NI,qosItems_TT,qosItems_TURN_TT,qosItems_IPR_Subnet_L2,qosItems_IPL_Subnet_L2,meanOpinionScore
24.0,0.0,0.20304568,3.0,PCMA,relay,host,audio,Win32,lan,udp,tcp,212.159.0,34.90.0,4.03
91.0,0.0,0.0,0.0,PCMA,relay,host,audio,Win32,lan,udp,udp,212.159.0,34.90.0,4.06
17.0,0.0,0.0,0.0,PCMA,relay,host,audio,Win32,lan,udp,udp,212.159.0,34.90.0,4.09
17.0,0.0,0.0,2.0,PCMU,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
6.0,0.0,0.078678206,1.0,PCMA,srflx,host,audio,Win32,lan,udp,,212.159.0,185.149.0,4.08
17.0,0.0,0.0,0.0,PCMU,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
26.0,0.0,0.0,16.0,PCMA,srflx,host,audio,iOS,wlan,udp,,212.159.0,217.121.0,4.07
20.0,0.0,0.0,1.0,PCMA,relay,host,audio,Win32,lan,udp,udp,212.159.0,34.77.0,4.09
20.0,0.0,1.2232416,1.0,PCMA,relay,host,audio,Win32,lan,udp,udp,212.159.0,34.77.0,3.78
17.0,0.0,0.0,0.0,PCMA,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
18.0,0.0,0.0,1.0,PCMU,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
17.0,0.0,0.397351,2.0,PCMA,relay,host,audio,Win32,lan,udp,udp,212.159.0,34.90.0,3.99
17.0,0.0,0.6874798,1.0,PCMA,relay,host,audio,Win32,lan,udp,udp,212.159.0,34.90.0,3.92
23.0,0.0,0.3407155,1.0,PCMU,srflx,host,audio,iOS,wlan,udp,,212.159.0,94.214.0,4.0
14.0,0.0,0.0,0.0,opus,srflx,srflx,audio,iOS,wlan,udp,,77.168.0,195.35.0,4.18
41.0,0.0,0.0,6.0,opus,srflx,srflx,audio,Android,wlan,udp,,195.35.0,77.168.0,4.17
6.0,0.0,0.105596624,2.0,PCMA,srflx,host,audio,Win32,lan,udp,,212.159.0,185.149.0,4.07
18.0,0.017921148,0.0,4.0,opus,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.18
16.0,0.0,0.018031014,5.0,opus,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.17
11.0,0.0,0.69005173,0.0,PCMA,srflx,host,audio,Win32,lan,udp,,212.159.0,185.149.0,3.92
17.0,0.0,0.0,0.0,PCMU,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
19.0,0.0,0.2680965,1.0,PCMU,srflx,host,audio,iOS,wlan,udp,,212.159.0,94.214.0,4.02
34.0,0.0,0.5532504,14.0,PCMA,relay,host,audio,Win32,lan,udp,udp,212.159.0,34.90.0,3.93
18.0,0.004111166,0.053031057,3.0,opus,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.15
12.0,0.0,0.0,1.0,opus,srflx,host,audio,Win32,lan,udp,,212.159.0,185.149.0,4.18
16.0,0.0032595587,0.028871933,5.0,opus,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.17
1.0,0.0,0.0,2.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
0.0,0.0,0.0,3.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
21.0,0.0,1.407212,1.0,PCMU,srflx,host,audio,iOS,wlan,udp,,212.159.0,94.214.0,3.73
17.0,0.0,0.18083182,1.0,PCMU,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.05
15.0,0.0,0.0,0.0,opus,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.18
15.0,0.0,0.0,14.0,PCMA,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.08
17.0,0.0,0.0,14.0,PCMA,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.08
16.0,0.0,0.46620047,3.0,opus,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,3.94
34.0,0.46620047,1.5573771,4.0,opus,relay,host,audio,Android,wlan,udp,udp,212.159.0,34.90.0,3.4
17.0,0.0,2.4739172,2.0,PCMA,relay,host,audio,Win32,lan,udp,udp,212.159.0,34.90.0,3.48
17.0,0.0,0.0,0.0,PCMU,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
17.0,0.0,0.0,0.0,PCMU,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
28.0,0.0,3.8875878,6.0,opus,relay,host,audio,Win32,lan,udp,udp,212.159.0,34.77.0,2.63
31.0,0.0,3.6104114,4.0,opus,relay,host,audio,Android,wlan,udp,udp,212.159.0,34.90.0,2.7
16.0,0.0,0.0,1.0,opus,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.18
46.0,0.0,2.5558803,4.0,PCMA,srflx,host,audio,iOS,wlan,udp,,212.159.0,77.169.0,3.43
44.0,0.0,0.0,6.0,opus,prflx,relay,audio,Win32,lan,udp,,34.90.0,185.149.0,4.17
45.0,0.0,0.0,5.0,opus,relay,prflx,audio,Android,wwan,udp,udp,185.149.0,34.90.0,4.17
16.0,0.0,0.0,1.0,PCMU,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
22.0,0.0,0.0,,,relay,host,audio,Win32,lan,udp,tcp,212.159.0,34.77.0,
30.0,0.0,0.0,,,relay,host,audio,Android,wlan,udp,udp,212.159.0,34.90.0,
17.0,0.0,0.0,1.0,PCMU,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
30.0,0.0,3.717472,14.0,PCMA,relay,host,audio,Android,wlan,udp,udp,212.159.0,34.77.0,3.17
25.0,0.0,0.0,,,relay,host,audio,Android,wlan,udp,udp,212.159.0,34.77.0,
37.0,0.0,0.0,2.0,PCMA,relay,host,audio,Android,wlan,udp,udp,212.159.0,34.77.0,4.08
42.0,0.0,0.0,,,relay,host,audio,Android,wlan,udp,udp,212.159.0,34.77.0,
16.0,0.0,0.0,2.0,PCMA,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
21.0,0.0,0.74875206,13.0,PCMA,relay,host,audio,Win32,lan,udp,tcp,212.159.0,34.90.0,3.89
18.0,0.0,0.0,1.0,PCMA,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
1.0,0.0,0.0,3.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
1.0,0.0,0.0,1.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
39.0,0.0,1.2389381,4.0,PCMA,relay,host,audio,Android,wlan,udp,udp,212.159.0,34.77.0,3.76
41.0,0.0,0.0,,,relay,host,audio,Android,wlan,udp,udp,212.159.0,34.77.0,
33.0,0.0,7.148328,17.0,PCMA,srflx,host,audio,iOS,wlan,udp,,212.159.0,77.169.0,2.56
40.0,0.07212406,7.5171466,10.0,opus,relay,host,audio,Android,wlan,udp,udp,212.159.0,34.90.0,2.02
16.0,0.0,0.0,1.0,PCMU,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
42.0,0.027419796,7.997092,9.0,opus,relay,host,audio,Android,wlan,udp,udp,212.159.0,34.90.0,1.97
52.0,0.033129036,2.9390063,20.0,opus,relay,host,audio,Win32,lan,udp,tcp,212.159.0,34.77.0,2.87
40.0,0.2210759,4.2056074,8.0,opus,relay,host,audio,iOS,wlan,udp,udp,212.159.0,34.90.0,2.55
21.0,0.0,0.0,4.0,opus,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.18
18.0,0.0,0.0,1.0,G722,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,3.83
20.0,0.0,0.0,2.0,opus,srflx,srflx,audio,Android,wlan,udp,,185.149.0,84.27.0,4.18
19.0,0.0,0.0,1.0,G722,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,3.83
19.0,0.0,0.0,5.0,opus,srflx,srflx,audio,Win32,lan,udp,,84.27.0,185.149.0,4.18
21.0,0.0,0.0,2.0,PCMU,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
54.0,0.0,2.4070022,3.0,PCMA,srflx,host,audio,Win32,lan,udp,,212.159.0,185.149.0,3.46
48.0,0.0,0.0,14.0,opus,prflx,relay,audio,Win32,lan,udp,,34.77.0,185.149.0,4.17
73.0,0.0,0.0,6.0,opus,prflx,relay,audio,Android,wwan,udp,,34.77.0,84.241.0,4.17
1.0,0.0,0.0,1.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
1.0,0.0,0.0,2.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
35.0,0.0,2.0667727,8.0,opus,relay,host,audio,iOS,wlan,udp,udp,212.159.0,34.77.0,3.19
22.0,0.0,2.2222223,6.0,opus,relay,host,audio,Win32,lan,udp,udp,212.159.0,34.77.0,3.13
22.0,0.0,0.0,1.0,PCMU,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
21.0,0.0,0.0,1.0,PCMA,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
22.0,0.0,0.0,,,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,
18.0,0.0,0.0,2.0,PCMU,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
113.0,0.0,0.0,2.0,PCMA,relay,host,audio,Android,wlan,udp,udp,212.159.0,34.90.0,4.04
43.0,0.0,0.0,,,srflx,host,audio,Android,wlan,udp,,212.159.0,84.31.0,
37.0,0.0,0.7751938,1.0,PCMA,relay,host,audio,Android,wlan,udp,udp,212.159.0,34.90.0,3.88
35.0,0.0,0.0,,,relay,host,audio,Android,wlan,udp,tls,212.159.0,34.90.0,
11.0,0.0,0.0,4.0,opus,srflx,srflx,audio,Win32,lan,udp,,86.93.0,185.149.0,4.18
12.0,0.0,0.0,2.0,opus,srflx,srflx,audio,iOS,wlan,udp,,185.149.0,86.93.0,4.18
14.0,0.0,0.3952158,1.0,PCMA,relay,host,audio,Win32,lan,udp,udp,212.159.0,34.90.0,4.0
20.0,0.010333781,0.40365413,4.0,opus,srflx,host,audio,iOS,wlan,udp,,212.159.0,84.31.0,3.97
27.0,0.010623606,0.4142073,5.0,opus,relay,host,audio,iOS,wlan,udp,udp,212.159.0,34.77.0,3.96
17.0,0.0,0.0,0.0,PCMU,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
23.0,0.0,0.76459867,3.0,PCMA,relay,host,audio,Win32,lan,udp,udp,212.159.0,34.77.0,3.89
23.0,0.0,0.0,1.0,PCMU,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
39.0,0.0,0.97082496,2.0,PCMU,relay,host,audio,Android,wlan,udp,udp,212.159.0,34.77.0,3.83
17.0,0.0,0.0,1.0,PCMA,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
62.0,0.0,0.0,1.0,PCMA,host,host,audio,Win32,,udp,,212.159.0,31.136.0,4.07
44.0,0.0,0.0,,,host,host,audio,Win32,,udp,,212.159.0,31.136.0,
23.0,0.0,0.0,,,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,
20.0,0.0,0.40214476,16.0,PCMA,relay,host,audio,Win32,lan,udp,udp,212.159.0,34.77.0,3.97
16.0,0.0,0.0,0.0,PCMA,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
18.0,0.0,0.0,3.0,opus,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.18
32.0,0.10349,0.2771897,6.0,opus,srflx,srflx,audio,Android,wlan,udp,,80.115.0,84.27.0,4.03
29.0,0.27713525,0.10348671,13.0,opus,srflx,srflx,audio,iOS,wlan,udp,,84.27.0,80.115.0,4.12
1.0,0.0,0.0,2.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
1.0,0.0,0.0,3.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
0.0,0.0,0.0,2.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
1.0,0.0,0.0,2.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
0.0,0.0,0.0,2.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
0.0,0.0,0.0,3.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
1.0,0.0,0.0,5.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.18
2.0,0.0,0.0,,,host,host,screen share,Win32,lan,udp,,10.10.0,10.10.0,
19.0,0.0,0.1659292,0.0,PCMU,relay,host,audio,Android,wlan,udp,udp,212.159.0,34.90.0,4.05
16.0,0.0,0.0,0.0,PCMU,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
2.0,0.0,0.0,4.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
1.0,0.0,0.0,3.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
16.0,0.0,0.0,0.0,PCMU,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
19.0,0.0,0.12444846,11.0,opus,relay,host,audio,iOS,wlan,udp,udp,212.159.0,34.90.0,4.11
62.0,0.0,0.12210012,12.0,opus,relay,host,audio,iOS,wwan,udp,udp,212.159.0,34.77.0,4.11
16.0,0.0,0.0,1.0,PCMU,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
21.0,0.0,0.0,2.0,opus,relay,host,audio,iOS,wlan,udp,udp,212.159.0,34.90.0,4.18
16.0,0.0,0.0,1.0,PCMU,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
17.0,0.0,0.0,1.0,PCMU,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
8.0,0.0,0.0,0.0,opus,srflx,srflx,audio,Win32,lan,udp,,34.77.0,185.149.0,4.19
10.0,0.0,0.0,,,srflx,srflx,screen share,Win32,lan,udp,,34.77.0,185.149.0,
14.0,0.0,0.0,,,srflx,srflx,video,Win32,lan,udp,,34.77.0,185.149.0,
5.0,0.0,0.0,,,prflx,srflx,video,Win32,lan,udp,,34.77.0,185.149.0,
5.0,0.0,0.0,,,prflx,srflx,screen share,Win32,lan,udp,,34.77.0,185.149.0,
5.0,0.0,0.0,,,srflx,srflx,screen share,Win32,lan,udp,,34.77.0,185.149.0,
132.0,0.0,0.0,,,relay,srflx,screen share,iOS,wlan,udp,udp,34.77.0,34.77.0,
25.0,0.09450142,0.40313864,6.0,opus,srflx,srflx,audio,iOS,wlan,udp,,34.77.0,82.174.0,3.97
198.0,0.0,0.0,,,srflx,srflx,video,iOS,wlan,udp,,34.77.0,82.174.0,
5.0,0.0,0.0,2.0,opus,srflx,srflx,audio,Win32,lan,udp,,34.77.0,185.149.0,4.19
5.0,0.0,0.0,0.0,opus,prflx,srflx,audio,Win32,lan,udp,,34.77.0,185.149.0,4.19
5.0,0.0,0.0,,,srflx,srflx,video,Win32,lan,udp,,34.77.0,185.149.0,
15.0,0.060572542,0.2899798,2.0,opus,prflx,srflx,audio,iOS,wlan,udp,,34.77.0,195.35.0,4.03
35.0,0.0,0.0,,,relay,srflx,screen share,iOS,wlan,udp,udp,34.77.0,34.77.0,
15.0,0.0,0.0,,,prflx,srflx,video,iOS,wlan,udp,,34.77.0,195.35.0,
18.0,0.0,0.0,0.0,PCMU,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
17.0,0.0,0.0,0.0,PCMU,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
5.0,0.0,0.0,,,srflx,srflx,screen share,Win32,lan,udp,,34.77.0,185.149.0,
5.0,0.0,0.0,2.0,opus,srflx,srflx,audio,Win32,lan,udp,,34.77.0,185.149.0,4.19
6.0,0.0,0.0,,,srflx,srflx,video,Win32,lan,udp,,34.77.0,185.149.0,
6.0,0.0,0.0,,,srflx,srflx,video,Win32,lan,udp,,34.77.0,185.149.0,
18.0,0.019015022,0.07748543,6.0,opus,srflx,srflx,audio,iOS,wlan,udp,,185.149.0,94.208.0,4.14
21.0,0.07748021,0.019015022,10.0,opus,srflx,srflx,audio,Win32,lan,udp,,94.208.0,185.149.0,4.17
16.0,0.0,0.0,0.0,PCMU,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
17.0,0.0,0.0,0.0,PCMU,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
17.0,0.0,0.0,0.0,PCMU,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
6.0,0.0,0.0022656214,1.0,opus,srflx,srflx,audio,Win32,lan,udp,,34.77.0,185.149.0,4.18
5.0,0.0,0.0,,,srflx,srflx,video,Win32,lan,udp,,34.77.0,185.149.0,
5.0,0.0,0.0,,,srflx,srflx,screen share,Win32,lan,udp,,34.77.0,185.149.0,
17.0,0.0,0.0,4.0,opus,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.18
14.0,0.0,0.24793388,14.0,opus,srflx,host,audio,iOS,wlan,udp,,212.159.0,82.171.0,4.05
18.0,0.0,0.0,0.0,PCMU,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
31.0,0.0,0.0,13.0,PCMA,relay,host,audio,Win32,lan,udp,udp,212.159.0,34.77.0,4.07
27.0,0.0,0.0,,,relay,host,audio,Win32,lan,udp,udp,212.159.0,34.77.0,
18.0,0.0,0.0,1.0,PCMA,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
16.0,0.0,0.0,1.0,PCMA,srflx,host,audio,iOS,wlan,udp,,212.159.0,82.171.0,4.09
14.0,0.0,0.0,,,srflx,host,audio,iOS,wlan,udp,,212.159.0,82.171.0,
15.0,0.0,0.17152658,6.0,opus,relay,host,audio,Win32,lan,udp,udp,212.159.0,34.90.0,4.09
54.0,0.0,1.1871114,5.0,opus,relay,host,audio,Android,wwan,udp,udp,212.159.0,34.90.0,3.56
18.0,0.39854613,0.6993355,,VP8,srflx,srflx,video,iOS,wlan,udp,,77.168.0,82.171.0,
17.0,0.28916958,0.041728437,3.0,opus,srflx,srflx,audio,iOS,wlan,udp,,77.168.0,82.171.0,4.16
17.0,0.041684493,0.2891711,4.0,opus,srflx,srflx,audio,Android,wlan,udp,,82.171.0,77.168.0,4.03
16.0,0.74512345,0.40011838,,VP8,srflx,srflx,video,Android,wlan,udp,,82.171.0,77.168.0,
33.0,0.0,0.0,,,srflx,srflx,screen share,iOS,wlan,udp,,34.77.0,82.174.0,
32.0,0.0,0.0,,,srflx,srflx,video,iOS,wlan,udp,,34.77.0,82.174.0,
33.0,0.0,0.3058104,9.0,opus,srflx,srflx,audio,iOS,wlan,udp,,34.77.0,82.174.0,4.01
24.0,0.0,0.0,,,relay,srflx,screen share,iOS,wlan,udp,udp,34.77.0,34.77.0,
24.0,0.0,0.0,14.0,opus,srflx,srflx,audio,iOS,wlan,udp,,34.77.0,82.174.0,4.17
23.0,0.0,0.0,,,srflx,srflx,video,iOS,wlan,udp,,34.77.0,82.174.0,
64.0,0.0,0.0,,,relay,host,audio,Android,wwan,udp,udp,212.159.0,34.90.0,
7.0,0.0,0.0,,,srflx,host,audio,Win32,lan,udp,,212.159.0,185.149.0,
41.0,0.0,0.48038432,4.0,opus,srflx,srflx,audio,iOS,wlan,udp,,34.77.0,82.174.0,3.92
47.0,0.0,0.0,,,relay,srflx,video,iOS,wlan,udp,udp,34.77.0,34.77.0,
38.0,0.0,0.0,,,srflx,srflx,screen share,iOS,wlan,udp,,34.77.0,82.174.0,
15.0,0.0,0.0,0.0,PCMU,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.1
23.0,0.0,0.0,,,srflx,srflx,video,iOS,wlan,udp,,34.77.0,82.174.0,
22.0,0.0,0.0,,,srflx,srflx,screen share,iOS,wlan,udp,,34.77.0,82.174.0,
74.0,0.06864989,0.06646217,11.0,opus,srflx,srflx,audio,iOS,wlan,udp,,34.77.0,82.174.0,4.13
6.0,0.0,0.23147008,1.0,PCMA,srflx,host,audio,Win32,lan,udp,,212.159.0,185.149.0,4.04
21.0,0.010233948,0.0,4.0,opus,prflx,relay,audio,Win32,lan,udp,,34.77.0,185.149.0,4.18
20.0,0.0,0.011975188,,VP8,relay,prflx,video,iOS,wlan,udp,udp,NA.0,34.77.0,
21.0,0.01195829,0.0,,,prflx,relay,video,Win32,lan,udp,,34.77.0,185.149.0,
20.0,0.0,0.010234367,4.0,opus,relay,prflx,audio,iOS,wlan,udp,udp,NA.0,34.77.0,4.17
24.0,0.0,0.0,,,srflx,srflx,video,iOS,wlan,udp,,34.77.0,82.174.0,
26.0,0.0,0.0,,,srflx,srflx,screen share,iOS,wlan,udp,,34.77.0,82.174.0,
25.0,0.0,0.0,1.0,opus,srflx,srflx,audio,iOS,wlan,udp,,34.77.0,82.174.0,4.18
21.0,0.0,0.0,2.0,PCMA,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
24.0,0.0,0.0,,,srflx,srflx,video,iOS,wlan,udp,,34.77.0,82.174.0,
24.0,0.0,0.0,2.0,opus,srflx,srflx,audio,iOS,wlan,udp,,34.77.0,82.174.0,4.18
24.0,0.0,0.0,,,srflx,srflx,screen share,iOS,wlan,udp,,34.77.0,82.174.0,
90.0,0.0,0.0,,,srflx,srflx,screen share,iOS,wlan,udp,,34.77.0,82.174.0,
59.0,0.1489388,0.019654088,4.0,opus,srflx,srflx,audio,iOS,wlan,udp,,34.77.0,82.174.0,4.16
107.0,0.0,0.0,,,srflx,srflx,video,iOS,wlan,udp,,34.77.0,82.174.0,
21.0,0.0,0.3029037,1.0,PCMA,relay,host,audio,Win32,lan,udp,udp,212.159.0,34.77.0,4.01
6.0,0.0,0.0,2.0,opus,srflx,srflx,audio,Win32,lan,udp,,34.77.0,185.149.0,4.19
6.0,0.0,0.0,,,srflx,srflx,screen share,Win32,lan,udp,,34.77.0,185.149.0,
6.0,0.0,0.0,,,srflx,srflx,video,Win32,lan,udp,,34.77.0,185.149.0,
6.0,0.0,0.0,,,srflx,srflx,video,Win32,lan,udp,,34.77.0,185.149.0,
6.0,0.0,0.0,,,srflx,srflx,screen share,Win32,lan,udp,,34.77.0,185.149.0,
5.0,0.0,0.0,1.0,opus,srflx,srflx,audio,Win32,lan,udp,,34.77.0,185.149.0,4.19
6.0,0.0,0.0,,,srflx,srflx,video,Win32,lan,udp,,34.77.0,185.149.0,
52.0,0.0,0.0,10.0,opus,relay,relay,audio,Android,wlan,udp,tcp,34.90.0,34.90.0,4.17
57.0,0.0,0.0,9.0,opus,prflx,relay,audio,Android,wlan,udp,,34.90.0,89.205.0,4.17
5.0,0.0,0.0,,,prflx,srflx,video,Win32,lan,udp,,34.77.0,185.149.0,
5.0,0.0,0.0,,,prflx,srflx,screen share,Win32,lan,udp,,34.77.0,185.149.0,
18.0,0.009006575,0.0,1.0,opus,prflx,srflx,audio,Win32,lan,udp,,34.77.0,185.149.0,4.18
1.0,0.0,0.0,2.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
1.0,0.0,0.0,2.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
25.0,0.0,0.3952569,11.0,PCMA,relay,host,audio,Win32,lan,udp,tcp,212.159.0,34.77.0,3.98
22.0,0.0,0.5948447,14.0,opus,relay,host,audio,Win32,lan,udp,tcp,212.159.0,34.90.0,3.86
22.0,0.0,0.15267175,3.0,opus,relay,host,audio,iOS,wlan,udp,udp,212.159.0,34.90.0,4.1
20.0,0.08183306,0.0,3.0,opus,srflx,srflx,audio,iOS,wlan,udp,,34.77.0,82.174.0,4.18
20.0,0.0,0.0,,VP8,srflx,srflx,video,iOS,wlan,udp,,34.77.0,82.174.0,
21.0,0.0,0.0,,,srflx,srflx,screen share,iOS,wlan,udp,,34.77.0,82.174.0,
31.0,0.0,0.85094446,5.0,opus,relay,host,audio,Android,wlan,udp,udp,212.159.0,34.90.0,3.73
65.0,0.40198186,0.46966732,22.0,opus,srflx,host,audio,iOS,wlan,udp,,212.159.0,94.214.0,3.92
82.0,0.009964129,0.4503641,7.0,opus,relay,host,audio,iOS,wwan,udp,udp,212.159.0,34.77.0,3.93
54.0,0.009568462,0.30885723,12.0,opus,relay,host,audio,iOS,wwan,udp,udp,212.159.0,34.77.0,4.01
41.0,0.0,0.38830397,11.0,PCMU,relay,host,audio,iOS,wwan,udp,udp,212.159.0,34.90.0,3.97
0.0,0.0,0.0,3.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
0.0,0.0,0.0,1.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
5.0,0.0,0.0,,VP8,prflx,srflx,video,Win32,lan,udp,,34.77.0,185.149.0,
5.0,0.0,0.0,,,prflx,srflx,video,Win32,lan,udp,,34.77.0,185.149.0,
5.0,0.0,0.0,,,prflx,srflx,screen share,Win32,lan,udp,,34.77.0,185.149.0,
5.0,0.0,0.0,2.0,opus,prflx,srflx,audio,Win32,lan,udp,,34.77.0,185.149.0,4.19
1.0,0.0,0.0,1.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
1.0,0.0,0.0,3.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
6.0,0.0,0.0,,,prflx,srflx,video,Win32,lan,udp,,34.77.0,185.149.0,
5.0,0.0,0.0,,,prflx,srflx,screen share,Win32,lan,udp,,34.77.0,185.149.0,
6.0,0.0,0.0,,,prflx,srflx,video,Win32,lan,udp,,34.77.0,185.149.0,
6.0,0.0,0.0,2.0,opus,prflx,srflx,audio,Win32,lan,udp,,34.77.0,185.149.0,4.19
60.0,0.0,0.0,0.0,opus,relay,host,audio,iOS,wwan,udp,udp,212.159.0,34.77.0,4.17
65.0,0.0,0.0,7.0,opus,relay,host,audio,iOS,wwan,udp,udp,212.159.0,34.77.0,4.17
1.0,0.0,0.0,2.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
1.0,0.0,0.0,2.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
1.0,0.0,0.0,,VP8,host,host,video,Win32,lan,udp,,10.10.0,10.10.0,
1.0,0.0,0.0,,,host,host,screen share,Win32,lan,udp,,10.10.0,10.10.0,
15.0,0.0,0.41817847,32.0,opus,relay,host,audio,Win32,lan,udp,udp,212.159.0,34.90.0,3.95
10.0,0.0,0.39307395,29.0,opus,srflx,host,audio,iOS,wlan,udp,,212.159.0,80.60.0,3.96
0.0,0.0,0.0,5.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
1.0,0.0,0.0,8.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.18
23.0,0.0,1.5625,3.0,PCMA,relay,host,audio,iOS,wlan,udp,udp,212.159.0,34.90.0,3.69
17.0,0.0,0.0,5.0,PCMU,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
20.0,0.39339104,0.48387095,6.0,opus,relay,host,audio,iOS,wlan,udp,udp,212.159.0,34.77.0,3.92
42.0,0.0,0.64102566,8.0,opus,relay,host,audio,Win32,lan,udp,tcp,212.159.0,34.90.0,3.84
8.0,0.0,0.607064,8.0,opus,srflx,host,audio,Win32,lan,udp,,212.159.0,185.149.0,3.86
53.0,0.023651846,0.63421005,19.0,opus,relay,host,audio,iOS,wwan,udp,tcp,212.159.0,34.77.0,3.83
